"tr_1_100.fasta" "tr_1_117.fasta" "tr_1_120.fasta" "tr_1_122.fasta" "tr_1_135.fasta" "tr_1_138.fasta" "tr_1_142.fasta" "tr_1_20.fasta" "tr_1_28.fasta" "tr_1_58.fasta" "tr_1_67.fasta" "tr_1_90.fasta" "tr_1_95.fasta" "tr_1_99.fasta" "tr_2_100.fasta" "tr_2_18.fasta" "tr_2_25.fasta" "tr_2_38.fasta" "tr_2_66.fasta" "tr_2_68.fasta" "tr_2_79.fasta" "tr_2_82.fasta" "tr_2_83.fasta" "tr_2_84.fasta" "tr_2_91.fasta" "tr_2_94.fasta" "tr_2_97.fasta" "tr_3_1.fasta" "tr_3_24.fasta" "tr_3_32.fasta" "tr_3_33.fasta" "tr_3_35.fasta" "tr_3_36.fasta" "tr_3_38.fasta" "tr_3_68.fasta" "tr_3_70.fasta" "tr_3_71.fasta" "tr_3_84.fasta" "tr_3_89.fasta" "tr_4_100.fasta" "tr_4_29.fasta" "tr_4_55.fasta" "tr_4_57.fasta" "tr_4_6.fasta" "tr_4_67.fasta" "tr_4_93.fasta" "tr_4_94.fasta" "tr_4_97.fasta" "tr_5_18.fasta" "tr_5_35.fasta"
"tr_2_91.fasta" "0.262802936285979" "0.262887298269692" "0.246384534283549" "0.277352411478465" "0.259216608668934" "0.26818445533596" "0.233845006826737" "0.316475061011016" "0.261339681054335" "0.244940054817049" "0.283793502910754" "0.24434123308714" "0.292373428863289" "0.301209854763356" "0.0956657447743959" "0.119705809690142" "0.0891281375072394" "0.0809281149682959" "0.0877800085665845" "0.0802357972671884" "0.104478975458937" "0.0622392603651678" "0.0718723598787724" "0.0899434451797958" "tr_2_91.fasta tr_2_91.fasta" "tr_2_91.fasta tr_2_94.fasta" "tr_2_91.fasta tr_2_97.fasta" "tr_2_91.fasta tr_3_1.fasta" "tr_2_91.fasta tr_3_24.fasta" "tr_2_91.fasta tr_3_32.fasta" "tr_2_91.fasta tr_3_33.fasta" "tr_2_91.fasta tr_3_35.fasta" "tr_2_91.fasta tr_3_36.fasta" "tr_2_91.fasta tr_3_38.fasta" "tr_2_91.fasta tr_3_68.fasta" "tr_2_91.fasta tr_3_70.fasta" "tr_2_91.fasta tr_3_71.fasta" "tr_2_91.fasta tr_3_84.fasta" "tr_2_91.fasta tr_3_89.fasta" "tr_2_91.fasta tr_4_100.fasta" "tr_2_91.fasta tr_4_29.fasta" "tr_2_91.fasta tr_4_55.fasta" "tr_2_91.fasta tr_4_57.fasta" "tr_2_91.fasta tr_4_6.fasta" "tr_2_91.fasta tr_4_67.fasta" "tr_2_91.fasta tr_4_93.fasta" "tr_2_91.fasta tr_4_94.fasta" "tr_2_91.fasta tr_4_97.fasta" "tr_2_91.fasta tr_5_18.fasta" "tr_2_91.fasta tr_5_35.fasta"
"tr_2_94.fasta" "0.239729955296269" "0.225431314545675" "0.218242123095081" "0.267200852584215" "0.219649925978205" "0.240129496020225" "0.210345627139579" "0.301307197462944" "0.229229991555315" "0.230702834508004" "0.265963547912349" "0.222390846367825" "0.270561114654502" "0.279162916291687" "0.106257244446131" "0.0848209944368234" "0.08522554119444" "0.0726339366219623" "0.0521533817560682" "0.0982807449652703" "0.0896982021815238" "0.070914269668777" "0.0806696367026115" "0.0858381576027344" "0.0774414999342176" "tr_2_94.fasta tr_2_94.fasta" "tr_2_94.fasta tr_2_97.fasta" "tr_2_94.fasta tr_3_1.fasta" "tr_2_94.fasta tr_3_24.fasta" "tr_2_94.fasta tr_3_32.fasta" "tr_2_94.fasta tr_3_33.fasta" "tr_2_94.fasta tr_3_35.fasta" "tr_2_94.fasta tr_3_36.fasta" "tr_2_94.fasta tr_3_38.fasta" "tr_2_94.fasta tr_3_68.fasta" "tr_2_94.fasta tr_3_70.fasta" "tr_2_94.fasta tr_3_71.fasta" "tr_2_94.fasta tr_3_84.fasta" "tr_2_94.fasta tr_3_89.fasta" "tr_2_94.fasta tr_4_100.fasta" "tr_2_94.fasta tr_4_29.fasta" "tr_2_94.fasta tr_4_55.fasta" "tr_2_94.fasta tr_4_57.fasta" "tr_2_94.fasta tr_4_6.fasta" "tr_2_94.fasta tr_4_67.fasta" "tr_2_94.fasta tr_4_93.fasta" "tr_2_94.fasta tr_4_94.fasta" "tr_2_94.fasta tr_4_97.fasta" "tr_2_94.fasta tr_5_18.fasta" "tr_2_94.fasta tr_5_35.fasta"
"tr_2_97.fasta" "0.236649740837419" "0.236697631709976" "0.206914907277924" "0.219919795245135" "0.218614472273388" "0.235727557285476" "0.206748231766012" "0.237039774972839" "0.220780324742344" "0.203660044242319" "0.215286119803458" "0.22160710740171" "0.237812522948144" "0.300669474648225" "0.0595740966015439" "0.117494224991749" "0.0669406771558828" "0.0605776238427856" "0.082029510173729" "0.0902227473843532" "0.0819372236940655" "0.0918577247907943" "0.101774932143722" "0.0622011519448943" "0.0983722184431546" "0.0718102654997901" "tr_2_97.fasta tr_2_97.fasta" "tr_2_97.fasta tr_3_1.fasta" "tr_2_97.fasta tr_3_24.fasta" "tr_2_97.fasta tr_3_32.fasta" "tr_2_97.fasta tr_3_33.fasta" "tr_2_97.fasta tr_3_35.fasta" "tr_2_97.fasta tr_3_36.fasta" "tr_2_97.fasta tr_3_38.fasta" "tr_2_97.fasta tr_3_68.fasta" "tr_2_97.fasta tr_3_70.fasta" "tr_2_97.fasta tr_3_71.fasta" "tr_2_97.fasta tr_3_84.fasta" "tr_2_97.fasta tr_3_89.fasta" "tr_2_97.fasta tr_4_100.fasta" "tr_2_97.fasta tr_4_29.fasta" "tr_2_97.fasta tr_4_55.fasta" "tr_2_97.fasta tr_4_57.fasta" "tr_2_97.fasta tr_4_6.fasta" "tr_2_97.fasta tr_4_67.fasta" "tr_2_97.fasta tr_4_93.fasta" "tr_2_97.fasta tr_4_94.fasta" "tr_2_97.fasta tr_4_97.fasta" "tr_2_97.fasta tr_5_18.fasta" "tr_2_97.fasta tr_5_35.fasta"
"tr_3_1.fasta" "0.192764045885602" "0.239205909158587" "0.166861894155176" "0.199730334030778" "0.229968057831583" "0.22455107129668" "0.196286208816688" "0.236572201158418" "0.211130019571537" "0.194950809685966" "0.200182732009233" "0.196521433292358" "0.242927222832161" "0.288756066933208" "0.114188570344947" "0.200184195053651" "0.146138392655648" "0.111242999099106" "0.114384472613645" "0.166609024141376" "0.168526970167298" "0.1316874110423" "0.161940068779272" "0.110761840079171" "0.132608924799877" "0.137495618355197" "0.12783646113828" "tr_3_1.fasta tr_3_1.fasta" "tr_3_1.fasta tr_3_24.fasta" "tr_3_1.fasta tr_3_32.fasta" "tr_3_1.fasta tr_3_33.fasta" "tr_3_1.fasta tr_3_35.fasta" "tr_3_1.fasta tr_3_36.fasta" "tr_3_1.fasta tr_3_38.fasta" "tr_3_1.fasta tr_3_68.fasta" "tr_3_1.fasta tr_3_70.fasta" "tr_3_1.fasta tr_3_71.fasta" "tr_3_1.fasta tr_3_84.fasta" "tr_3_1.fasta tr_3_89.fasta" "tr_3_1.fasta tr_4_100.fasta" "tr_3_1.fasta tr_4_29.fasta" "tr_3_1.fasta tr_4_55.fasta" "tr_3_1.fasta tr_4_57.fasta" "tr_3_1.fasta tr_4_6.fasta" "tr_3_1.fasta tr_4_67.fasta" "tr_3_1.fasta tr_4_93.fasta" "tr_3_1.fasta tr_4_94.fasta" "tr_3_1.fasta tr_4_97.fasta" "tr_3_1.fasta tr_5_18.fasta" "tr_3_1.fasta tr_5_35.fasta"
"tr_3_24.fasta" "0.238643054359586" "0.251608971479699" "0.227604090842236" "0.235158609632857" "0.246058822236467" "0.245635448078462" "0.218084529203892" "0.274060823702253" "0.237777729970624" "0.216449929014716" "0.237056813448133" "0.215516883521701" "0.262427296435757" "0.298920084998954" "0.12703199426894" "0.176103410882214" "0.159822244152613" "0.123121367756085" "0.130370489900994" "0.183673513748749" "0.16516205978403" "0.13781146030559" "0.175991914935964" "0.134411097203321" "0.155263208878223" "0.145774291990745" "0.128279842444256" "0.0685240493091384" "tr_3_24.fasta tr_3_24.fasta" "tr_3_24.fasta tr_3_32.fasta" "tr_3_24.fasta tr_3_33.fasta" "tr_3_24.fasta tr_3_35.fasta" "tr_3_24.fasta tr_3_36.fasta" "tr_3_24.fasta tr_3_38.fasta" "tr_3_24.fasta tr_3_68.fasta" "tr_3_24.fasta tr_3_70.fasta" "tr_3_24.fasta tr_3_71.fasta" "tr_3_24.fasta tr_3_84.fasta" "tr_3_24.fasta tr_3_89.fasta" "tr_3_24.fasta tr_4_100.fasta" "tr_3_24.fasta tr_4_29.fasta" "tr_3_24.fasta tr_4_55.fasta" "tr_3_24.fasta tr_4_57.fasta" "tr_3_24.fasta tr_4_6.fasta" "tr_3_24.fasta tr_4_67.fasta" "tr_3_24.fasta tr_4_93.fasta" "tr_3_24.fasta tr_4_94.fasta" "tr_3_24.fasta tr_4_97.fasta" "tr_3_24.fasta tr_5_18.fasta" "tr_3_24.fasta tr_5_35.fasta"
"tr_3_32.fasta" "0.253922709141865" "0.256042393662408" "0.236279735880802" "0.226456515454017" "0.265504736388617" "0.251590256348464" "0.215194697750736" "0.282496995019827" "0.241523457519916" "0.218832357247055" "0.243445211656387" "0.225510570484348" "0.268745170619384" "0.302690231832167" "0.161988692575795" "0.210530111452028" "0.198300900139648" "0.159791823034746" "0.152524851661164" "0.197446960864822" "0.191720111953757" "0.164323496622996" "0.178625710634578" "0.146824555603925" "0.174090318356529" "0.150399132881238" "0.150732136214829" "0.0736358488573998" "0.130379649805497" "tr_3_32.fasta tr_3_32.fasta" "tr_3_32.fasta tr_3_33.fasta" "tr_3_32.fasta tr_3_35.fasta" "tr_3_32.fasta tr_3_36.fasta" "tr_3_32.fasta tr_3_38.fasta" "tr_3_32.fasta tr_3_68.fasta" "tr_3_32.fasta tr_3_70.fasta" "tr_3_32.fasta tr_3_71.fasta" "tr_3_32.fasta tr_3_84.fasta" "tr_3_32.fasta tr_3_89.fasta" "tr_3_32.fasta tr_4_100.fasta" "tr_3_32.fasta tr_4_29.fasta" "tr_3_32.fasta tr_4_55.fasta" "tr_3_32.fasta tr_4_57.fasta" "tr_3_32.fasta tr_4_6.fasta" "tr_3_32.fasta tr_4_67.fasta" "tr_3_32.fasta tr_4_93.fasta" "tr_3_32.fasta tr_4_94.fasta" "tr_3_32.fasta tr_4_97.fasta" "tr_3_32.fasta tr_5_18.fasta" "tr_3_32.fasta tr_5_35.fasta"
"tr_3_33.fasta" "0.245417719424542" "0.255137284694792" "0.268107590138725" "0.273478353757762" "0.268811580743628" "0.267050804273199" "0.231916941768487" "0.325396312953531" "0.264748648875923" "0.241134534607874" "0.282289904570711" "0.237867653499936" "0.28493277669706" "0.293424741484637" "0.18604086082802" "0.172324709643355" "0.189874420658216" "0.160077059513559" "0.136849354903055" "0.200854851582958" "0.195057019893495" "0.152565698702041" "0.17513187459285" "0.174006577724442" "0.167262234954363" "0.14078594269738" "0.163395715464773" "0.0889918317952146" "0.0978681606818191" "0.100213035993595" "tr_3_33.fasta tr_3_33.fasta" "tr_3_33.fasta tr_3_35.fasta" "tr_3_33.fasta tr_3_36.fasta" "tr_3_33.fasta tr_3_38.fasta" "tr_3_33.fasta tr_3_68.fasta" "tr_3_33.fasta tr_3_70.fasta" "tr_3_33.fasta tr_3_71.fasta" "tr_3_33.fasta tr_3_84.fasta" "tr_3_33.fasta tr_3_89.fasta" "tr_3_33.fasta tr_4_100.fasta" "tr_3_33.fasta tr_4_29.fasta" "tr_3_33.fasta tr_4_55.fasta" "tr_3_33.fasta tr_4_57.fasta" "tr_3_33.fasta tr_4_6.fasta" "tr_3_33.fasta tr_4_67.fasta" "tr_3_33.fasta tr_4_93.fasta" "tr_3_33.fasta tr_4_94.fasta" "tr_3_33.fasta tr_4_97.fasta" "tr_3_33.fasta tr_5_18.fasta" "tr_3_33.fasta tr_5_35.fasta"
"tr_3_35.fasta" "0.209329997403269" "0.207265296539688" "0.195580530348062" "0.193237348230959" "0.210436628364724" "0.2147278724419" "0.184623307578408" "0.225048597347868" "0.207923414065047" "0.181965310807514" "0.197529530019385" "0.198237402164471" "0.216925606539032" "0.232331207884409" "0.143544294391148" "0.172768044338581" "0.165748759657847" "0.13635034779969" "0.127916901732717" "0.172131657011859" "0.170045895953014" "0.140038634612328" "0.162147163288559" "0.135131133820768" "0.146141090542764" "0.140781221230296" "0.139932901488563" "0.0557150987257496" "0.0830258488684439" "0.060871888291977" "0.0628219271668507" "tr_3_35.fasta tr_3_35.fasta" "tr_3_35.fasta tr_3_36.fasta" "tr_3_35.fasta tr_3_38.fasta" "tr_3_35.fasta tr_3_68.fasta" "tr_3_35.fasta tr_3_70.fasta" "tr_3_35.fasta tr_3_71.fasta" "tr_3_35.fasta tr_3_84.fasta" "tr_3_35.fasta tr_3_89.fasta" "tr_3_35.fasta tr_4_100.fasta" "tr_3_35.fasta tr_4_29.fasta" "tr_3_35.fasta tr_4_55.fasta" "tr_3_35.fasta tr_4_57.fasta" "tr_3_35.fasta tr_4_6.fasta" "tr_3_35.fasta tr_4_67.fasta" "tr_3_35.fasta tr_4_93.fasta" "tr_3_35.fasta tr_4_94.fasta" "tr_3_35.fasta tr_4_97.fasta" "tr_3_35.fasta tr_5_18.fasta" "tr_3_35.fasta tr_5_35.fasta"
"tr_3_36.fasta" "0.2352890246141" "0.264231038135452" "0.262561337775944" "0.253277180437873" "0.280431192135005" "0.263764439482164" "0.237533255331048" "0.309100890353807" "0.265334329149828" "0.239638971188474" "0.268524194110864" "0.239933621486942" "0.285054661640437" "0.307706048035899" "0.161958613619773" "0.173426126383362" "0.185910192820215" "0.141489971993391" "0.132154889693465" "0.184840474340404" "0.187130026092083" "0.145098921975757" "0.161744479440112" "0.140027859428496" "0.14451545842965" "0.138495830103004" "0.151898859427331" "0.0602276061260394" "0.0845621811684643" "0.0874314061508049" "0.0707983725716849" "0.0542076088030509" "tr_3_36.fasta tr_3_36.fasta" "tr_3_36.fasta tr_3_38.fasta" "tr_3_36.fasta tr_3_68.fasta" "tr_3_36.fasta tr_3_70.fasta" "tr_3_36.fasta tr_3_71.fasta" "tr_3_36.fasta tr_3_84.fasta" "tr_3_36.fasta tr_3_89.fasta" "tr_3_36.fasta tr_4_100.fasta" "tr_3_36.fasta tr_4_29.fasta" "tr_3_36.fasta tr_4_55.fasta" "tr_3_36.fasta tr_4_57.fasta" "tr_3_36.fasta tr_4_6.fasta" "tr_3_36.fasta tr_4_67.fasta" "tr_3_36.fasta tr_4_93.fasta" "tr_3_36.fasta tr_4_94.fasta" "tr_3_36.fasta tr_4_97.fasta" "tr_3_36.fasta tr_5_18.fasta" "tr_3_36.fasta tr_5_35.fasta"
"tr_3_38.fasta" "0.209370803124513" "0.213950641303489" "0.189035066942391" "0.221022184510509" "0.219112464611446" "0.235523596177643" "0.186655534658308" "0.259782548434847" "0.197960274057594" "0.194014660533845" "0.223054864908286" "0.200416760511451" "0.252669633577744" "0.280425954766307" "0.118055431933662" "0.179799989939579" "0.145190375775114" "0.116816785244423" "0.114885072775923" "0.155908752200399" "0.171117582060345" "0.131938094224113" "0.163516811545851" "0.120420510438894" "0.12118784152768" "0.117116431607796" "0.118655047432177" "0.0604045384878888" "0.0781856913863273" "0.0935263365426504" "0.0867144087561951" "0.0738481205279909" "0.0747151674457098" "tr_3_38.fasta tr_3_38.fasta" "tr_3_38.fasta tr_3_68.fasta" "tr_3_38.fasta tr_3_70.fasta" "tr_3_38.fasta tr_3_71.fasta" "tr_3_38.fasta tr_3_84.fasta" "tr_3_38.fasta tr_3_89.fasta" "tr_3_38.fasta tr_4_100.fasta" "tr_3_38.fasta tr_4_29.fasta" "tr_3_38.fasta tr_4_55.fasta" "tr_3_38.fasta tr_4_57.fasta" "tr_3_38.fasta tr_4_6.fasta" "tr_3_38.fasta tr_4_67.fasta" "tr_3_38.fasta tr_4_93.fasta" "tr_3_38.fasta tr_4_94.fasta" "tr_3_38.fasta tr_4_97.fasta" "tr_3_38.fasta tr_5_18.fasta" "tr_3_38.fasta tr_5_35.fasta"
"tr_3_68.fasta" "0.236015592628762" "0.240198888901349" "0.242529340580329" "0.250092729763116" "0.252662890576925" "0.249564170386718" "0.218060337694765" "0.302687494042376" "0.250111711609362" "0.217847577229853" "0.256338274379343" "0.214626607212692" "0.269260879526677" "0.281941175301638" "0.14822768790009" "0.15573000793828" "0.166358390643628" "0.132449313169227" "0.11203275888478" "0.181408097799318" "0.174726392067863" "0.122554870625282" "0.161926708565006" "0.151187991909668" "0.141546506177285" "0.124403911089505" "0.137536432577861" "0.0811704719742317" "0.072402271675585" "0.123287083603439" "0.0824666520430185" "0.0744874454750519" "0.0697444708707316" "0.0748409274474273" "tr_3_68.fasta tr_3_68.fasta" "tr_3_68.fasta tr_3_70.fasta" "tr_3_68.fasta tr_3_71.fasta" "tr_3_68.fasta tr_3_84.fasta" "tr_3_68.fasta tr_3_89.fasta" "tr_3_68.fasta tr_4_100.fasta" "tr_3_68.fasta tr_4_29.fasta" "tr_3_68.fasta tr_4_55.fasta" "tr_3_68.fasta tr_4_57.fasta" "tr_3_68.fasta tr_4_6.fasta" "tr_3_68.fasta tr_4_67.fasta" "tr_3_68.fasta tr_4_93.fasta" "tr_3_68.fasta tr_4_94.fasta" "tr_3_68.fasta tr_4_97.fasta" "tr_3_68.fasta tr_5_18.fasta" "tr_3_68.fasta tr_5_35.fasta"
"tr_3_70.fasta" "0.285234270649504" "0.279460289137691" "0.281175818772807" "0.265569541000762" "0.292548960954523" "0.279590103071622" "0.247637949290502" "0.321481204230263" "0.273429185488277" "0.25120102028183" "0.291002130220541" "0.255196982584945" "0.293513045464334" "0.325638120296854" "0.178290909440597" "0.186903092145416" "0.197730013417441" "0.169992911085581" "0.167255127239434" "0.204910957761328" "0.196978943014035" "0.172026116818695" "0.18393875007169" "0.158188384657029" "0.17844215466638" "0.154142768435928" "0.156672023889214" "0.0845114890873145" "0.0966181455029835" "0.0889195443525119" "0.0825487180422461" "0.0710578648525876" "0.0555092085171484" "0.0904203323341614" "0.0878878864231682" "tr_3_70.fasta tr_3_70.fasta" "tr_3_70.fasta tr_3_71.fasta" "tr_3_70.fasta tr_3_84.fasta" "tr_3_70.fasta tr_3_89.fasta" "tr_3_70.fasta tr_4_100.fasta" "tr_3_70.fasta tr_4_29.fasta" "tr_3_70.fasta tr_4_55.fasta" "tr_3_70.fasta tr_4_57.fasta" "tr_3_70.fasta tr_4_6.fasta" "tr_3_70.fasta tr_4_67.fasta" "tr_3_70.fasta tr_4_93.fasta" "tr_3_70.fasta tr_4_94.fasta" "tr_3_70.fasta tr_4_97.fasta" "tr_3_70.fasta tr_5_18.fasta" "tr_3_70.fasta tr_5_35.fasta"
"tr_3_71.fasta" "0.237703068227381" "0.23653325739312" "0.227468300761323" "0.23188455660473" "0.234445509828801" "0.245376243521221" "0.233049287614462" "0.322546958841531" "0.233670943762405" "0.237374872976056" "0.236264088777662" "0.228435003030209" "0.287042906040137" "0.305984015036056" "0.158479730135397" "0.161833776492214" "0.173849473319831" "0.14584237881633" "0.13341181483337" "0.177631527066548" "0.192476625875201" "0.14562609823938" "0.173080990894451" "0.159338739683778" "0.143355701479724" "0.134661494897195" "0.151569644083714" "0.0769689685145542" "0.0803463789318324" "0.100068353538403" "0.0475083355673059" "0.065975204878741" "0.0605345614699648" "0.0691772905781755" "0.0644871187129777" "0.0753065503811848" "tr_3_71.fasta tr_3_71.fasta" "tr_3_71.fasta tr_3_84.fasta" "tr_3_71.fasta tr_3_89.fasta" "tr_3_71.fasta tr_4_100.fasta" "tr_3_71.fasta tr_4_29.fasta" "tr_3_71.fasta tr_4_55.fasta" "tr_3_71.fasta tr_4_57.fasta" "tr_3_71.fasta tr_4_6.fasta" "tr_3_71.fasta tr_4_67.fasta" "tr_3_71.fasta tr_4_93.fasta" "tr_3_71.fasta tr_4_94.fasta" "tr_3_71.fasta tr_4_97.fasta" "tr_3_71.fasta tr_5_18.fasta" "tr_3_71.fasta tr_5_35.fasta"
"tr_3_84.fasta" "0.260202466720321" "0.278594625431356" "0.233825504499205" "0.218512431005944" "0.268082820916145" "0.271637404027139" "0.218874648346321" "0.267206385388637" "0.250589803729285" "0.219332558504239" "0.23410020996727" "0.254952286671735" "0.272125777735993" "0.319482552894349" "0.15827868855636" "0.251830208090998" "0.208222414638116" "0.163087552194522" "0.179186744670178" "0.211523802711177" "0.202840191847758" "0.199027025127603" "0.216555822654637" "0.147840506350349" "0.194713712340261" "0.184888488321268" "0.154738552478935" "0.0690085248188817" "0.126241687300214" "0.0605374940797788" "0.132964414045163" "0.0742366778860409" "0.0967892968057473" "0.0996403267635598" "0.134014588229552" "0.0943649134967084" "0.123025540315027" "tr_3_84.fasta tr_3_84.fasta" "tr_3_84.fasta tr_3_89.fasta" "tr_3_84.fasta tr_4_100.fasta" "tr_3_84.fasta tr_4_29.fasta" "tr_3_84.fasta tr_4_55.fasta" "tr_3_84.fasta tr_4_57.fasta" "tr_3_84.fasta tr_4_6.fasta" "tr_3_84.fasta tr_4_67.fasta" "tr_3_84.fasta tr_4_93.fasta" "tr_3_84.fasta tr_4_94.fasta" "tr_3_84.fasta tr_4_97.fasta" "tr_3_84.fasta tr_5_18.fasta" "tr_3_84.fasta tr_5_35.fasta"
"tr_3_89.fasta" "0.269648158283102" "0.274523490928035" "0.241815278557932" "0.245319744147085" "0.259618355827661" "0.271087436647999" "0.228671021228182" "0.293317593465404" "0.251952567542938" "0.239004382811758" "0.246063175635622" "0.254957931466275" "0.288844526958322" "0.321356000293073" "0.162407060952852" "0.224029988504057" "0.198413266856076" "0.15755836350276" "0.151119372727608" "0.200780617488559" "0.205225703973102" "0.178616861126301" "0.189769284889385" "0.14907821003832" "0.168226284550092" "0.157458660727649" "0.15340228120701" "0.057114645434888" "0.115872801494781" "0.0739246300291733" "0.0835544191767488" "0.0638982891371059" "0.0785558086268956" "0.0745992480122559" "0.119558953394637" "0.0974329612126957" "0.0838067046936133" "0.0877805142036996" "tr_3_89.fasta tr_3_89.fasta" "tr_3_89.fasta tr_4_100.fasta" "tr_3_89.fasta tr_4_29.fasta" "tr_3_89.fasta tr_4_55.fasta" "tr_3_89.fasta tr_4_57.fasta" "tr_3_89.fasta tr_4_6.fasta" "tr_3_89.fasta tr_4_67.fasta" "tr_3_89.fasta tr_4_93.fasta" "tr_3_89.fasta tr_4_94.fasta" "tr_3_89.fasta tr_4_97.fasta" "tr_3_89.fasta tr_5_18.fasta" "tr_3_89.fasta tr_5_35.fasta"
"tr_4_100.fasta" "0.276634879400792" "0.251857421104784" "0.316307084005433" "0.296841095052412" "0.323411738871231" "0.268107264279403" "0.290692163839979" "0.299161280737785" "0.268055438158663" "0.287099667946754" "0.306281623064843" "0.284933530329729" "0.250831408998401" "0.285941816183592" "0.38197492085387" "0.381417350083616" "0.409588709829133" "0.339772641336422" "0.297626477292068" "0.368480001324422" "0.404461650504826" "0.320857966826681" "0.331694988052604" "0.347497796752786" "0.323439094390386" "0.333395604661462" "0.385252825226289" "0.267639885271197" "0.352074741724837" "0.328994232895918" "0.325296827097878" "0.234705637472126" "0.280112282781132" "0.310548087715574" "0.323744352433184" "0.352805996504467" "0.315055152770349" "0.352866905427949" "0.322193192461205" "tr_4_100.fasta tr_4_100.fasta" "tr_4_100.fasta tr_4_29.fasta" "tr_4_100.fasta tr_4_55.fasta" "tr_4_100.fasta tr_4_57.fasta" "tr_4_100.fasta tr_4_6.fasta" "tr_4_100.fasta tr_4_67.fasta" "tr_4_100.fasta tr_4_93.fasta" "tr_4_100.fasta tr_4_94.fasta" "tr_4_100.fasta tr_4_97.fasta" "tr_4_100.fasta tr_5_18.fasta" "tr_4_100.fasta tr_5_35.fasta"
"tr_4_29.fasta" "0.210123522744402" "0.179809899765231" "0.228274907356965" "0.219577612203235" "0.241472234586108" "0.199961838002795" "0.217503942026944" "0.229049411100248" "0.204619458692403" "0.212553815430137" "0.222972579322441" "0.200134128050291" "0.191157881016086" "0.207327447680597" "0.276753121935223" "0.264041265647704" "0.289636947939935" "0.239317722622419" "0.201342163118056" "0.272034458055126" "0.275548772725826" "0.218834976724162" "0.2319802353851" "0.253373880605653" "0.239387082281023" "0.238491422678878" "0.278922849725662" "0.199881896162637" "0.251570969407686" "0.225242074347325" "0.226328887940919" "0.195966854835386" "0.208785596517141" "0.239282121524614" "0.227730942340607" "0.253415891931327" "0.234717808733224" "0.253231609072541" "0.237829672610365" "0.0819537551775409" "tr_4_29.fasta tr_4_29.fasta" "tr_4_29.fasta tr_4_55.fasta" "tr_4_29.fasta tr_4_57.fasta" "tr_4_29.fasta tr_4_6.fasta" "tr_4_29.fasta tr_4_67.fasta" "tr_4_29.fasta tr_4_93.fasta" "tr_4_29.fasta tr_4_94.fasta" "tr_4_29.fasta tr_4_97.fasta" "tr_4_29.fasta tr_5_18.fasta" "tr_4_29.fasta tr_5_35.fasta"
"tr_4_55.fasta" "0.307160060015378" "0.277000855619081" "0.317645794733835" "0.310921199851702" "0.331697758322553" "0.287319707790663" "0.305122937748861" "0.317254599447145" "0.292179570145242" "0.306470467818539" "0.309508338177839" "0.293746969911622" "0.287363263102737" "0.310541451262852" "0.322085985739265" "0.327502554008216" "0.355572468141579" "0.28041303197238" "0.231085790848841" "0.311493988942398" "0.351021783708432" "0.258894960490791" "0.270220947155262" "0.281152255106449" "0.257141132697132" "0.268079259557776" "0.32607092400761" "0.193237913124075" "0.29010180976548" "0.244865517913044" "0.248346507789123" "0.194274895053628" "0.200605907036538" "0.242007772249588" "0.26437415482222" "0.286647864886423" "0.244065626435327" "0.277137788805941" "0.23686059968454" "0.112235237505872" "0.0884372957827348" "tr_4_55.fasta tr_4_55.fasta" "tr_4_55.fasta tr_4_57.fasta" "tr_4_55.fasta tr_4_6.fasta" "tr_4_55.fasta tr_4_67.fasta" "tr_4_55.fasta tr_4_93.fasta" "tr_4_55.fasta tr_4_94.fasta" "tr_4_55.fasta tr_4_97.fasta" "tr_4_55.fasta tr_5_18.fasta" "tr_4_55.fasta tr_5_35.fasta"
"tr_4_57.fasta" "0.243574337258264" "0.221298229285726" "0.28576318134636" "0.262319039897129" "0.289728323343528" "0.235427475610551" "0.257167707911677" "0.25973849449513" "0.232260747953057" "0.254506611671415" "0.273137231997722" "0.261100935336045" "0.213996921672505" "0.254836569443902" "0.361843856802295" "0.364985099818449" "0.386497725866203" "0.325527785606526" "0.291331283489203" "0.350624371740926" "0.383127100286989" "0.317968132402737" "0.322255417882397" "0.327141207199351" "0.31415391606591" "0.319921647457171" "0.360489929344137" "0.26368192062904" "0.334350963165577" "0.307756709865824" "0.309407666359434" "0.234438465916597" "0.275109389902443" "0.298240411167908" "0.322586682867144" "0.334333640271262" "0.308687788528725" "0.334343879460215" "0.305907355427808" "0.0730488730050795" "0.0807592278153593" "0.113985633049283" "tr_4_57.fasta tr_4_57.fasta" "tr_4_57.fasta tr_4_6.fasta" "tr_4_57.fasta tr_4_67.fasta" "tr_4_57.fasta tr_4_93.fasta" "tr_4_57.fasta tr_4_94.fasta" "tr_4_57.fasta tr_4_97.fasta" "tr_4_57.fasta tr_5_18.fasta" "tr_4_57.fasta tr_5_35.fasta"
